index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,Promoted,Promotion_Type
755,404-3699924-2837921,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3802,JNE3802-KR-M,kurta,M,B09K3W2LHF,Shipped,1,INR,459.0,BENGALURU,KARNATAKA,560086.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,1,Amazon Financing
756,405-0457160-2123517,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0236,J0236-SKD-XXL,Set,XXL,B08ZYQ716N,Shipped,1,INR,922.0,NAGERCOIL,TAMIL NADU,629002.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
757,408-6862973-4520309,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0095,J0095-SET-XXXL,Set,3XL,B08CMV6SCJ,Shipped,1,INR,653.0,MUMBAI,MAHARASHTRA,400077.0,IN,,False,0,No Promotion
758,171-7679971-0310752,2022-04-30,Cancelled,Amazon,Amazon.in,Expedited,JNE3461,JNE3461-KR-XL,kurta,XL,B08B3YPXKZ,Unshipped,1,INR,363.0,KOTHAGUDEM,TELANGANA,507101.0,IN,,False,0,No Promotion
759,171-3669717-3172330,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,MEN5009,MEN5009-KR-M,kurta,M,B08YYX8VKT,Shipped,1,INR,499.0,BHINDER,RAJASTHAN,313603.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
760,403-9724686-7777903,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,PJNE3399,PJNE3399-KR-N-6XL,kurta,6XL,B09LD4YF4X,Shipped,1,INR,486.0,AHMEDABAD,Gujarat,382481.0,IN,,False,0,No Promotion
761,403-8306900-1833930,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,PJNE3068,PJNE3068-KR-6XL,kurta,6XL,B09M76SVFW,Shipped,1,INR,692.0,AHMEDABAD,Gujarat,382481.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,1,Amazon Financing
762,403-1962150-0618711,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE1998,JNE1998-KR-311-XXL,kurta,XXL,B078NTPQHT,Shipped,1,INR,295.0,CHENNAI,TAMIL NADU,600078.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
763,403-1632972-2861963,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3468,JNE3468-KR-XL,kurta,XL,B08RP67NGB,Shipped,1,INR,363.0,CHENNAI,TAMIL NADU,600078.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,1,Amazon Financing
764,403-9533906-1728355,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXL,kurta,XXL,B081WSL2JS,Shipped,1,INR,399.0,JALANDHAR,PUNJAB,144005.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
765,171-1269122-8425943,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0236,J0236-SKD-S,Set,S,B08ZYPD8GX,Shipped,1,INR,950.0,NARASAPUR,ANDHRA PRADESH,534275.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
766,171-2937341-8703561,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-XS,kurta,XS,B09HMY3YLT,Shipped,1,INR,399.0,PALAKKAD,KERALA,678502.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
767,406-5206188-8892351,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0308,J0308-DR-M,Western Dress,M,B099NV5WD8,Shipped,1,INR,625.0,PARVATHIPURAM,ANDHRA PRADESH,535501.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
768,405-5228379-1065951,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-L,Set,L,B09RP8WLNY,Shipped,1,INR,1115.0,BIDHAN NAGAR,WEST BENGAL,700064.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
769,406-3236326-4964331,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3799,JNE3799-KR-XS,kurta,XS,B09SDZ78G5,Shipped,1,INR,666.0,PUNE,MAHARASHTRA,411024.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant SS-1643890021772,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,1,Amazon Financing
770,408-3364449-3401947,2022-04-30,Cancelled,Amazon,Amazon.in,Expedited,SET121,SET121-KR-NP-XS,Set,XS,B085HRF83T,Cancelled,0,INR,,Mumbai,MAHARASHTRA,400030.0,IN,,False,0,No Promotion
771,402-7682157-9147503,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-L,Set,L,B0894Y4PNG,Shipped,1,INR,696.0,HYDERABAD,TELANGANA,500085.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-GCJU35EX7SQJ4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,1,Amazon Financing
772,405-1515003-2007535,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0202,J0202-TP-XXL,Top,XXL,B0965L5FLZ,Shipped,1,INR,519.0,HYDERABAD,TELANGANA,500089.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
773,408-8569813-9288333,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0014,J0014-LCD-S,Set,S,B0894WPZNV,Shipped,1,INR,1199.0,SATNA,MADHYA PRADESH,485001.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,1,Amazon Financing
774,404-0867714-0772302,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-XXL,Set,XXL,B099NJQ8JQ,Shipped,1,INR,563.0,Padur,TAMIL NADU,603103.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
775,404-0867714-0772302,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXL,kurta,XXL,B081WSL2JS,Shipped,1,INR,399.0,Padur,TAMIL NADU,603103.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
776,404-0867714-0772302,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3396,JNE3396-KR-XL,kurta,XL,B083ZZGZBV,Shipped,1,INR,487.0,Padur,TAMIL NADU,603103.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
777,402-1704468-7240327,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3609,JNE3609-KR-XXL,kurta,XXL,B08W1HC76G,Shipped,1,INR,568.0,MADURAI,TAMIL NADU,625007.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,1,Amazon Financing
778,406-5757669-2996307,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXL,kurta,XXL,B081WSL2JS,Shipped,1,INR,399.0,MUMBAI,MAHARASHTRA,400029.0,IN,,False,0,No Promotion
779,407-1492215-2982709,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3775,JNE3775-KR-S,kurta,S,B09KXNZ377,Shipped,1,INR,291.0,NEW DELHI,DELHI,110074.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
780,171-2119982-7294757,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-L,Western Dress,L,B099NRCT7B,Shipped,1,INR,744.0,BALLIA,UTTAR PRADESH,277001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
781,407-1684475-5197113,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XL,Set,XL,B0894YFQ5R,Shipped,1,INR,696.0,PUNE,MAHARASHTRA,411041.0,IN,,False,0,No Promotion
782,404-4568279-0273125,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0301,J0301-TP-XXL,Top,XXL,B099S8X47K,Shipped,1,INR,463.0,FARIDABAD,HARYANA,121003.0,IN,,False,0,No Promotion
783,403-9752008-2541919,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,JNE3659,JNE3659-TP-N-L,Top,L,B08ZHT1PKK,Cancelled,0,INR,469.52,KALYAN,MAHARASHTRA,421204.0,IN,,False,0,No Promotion
784,403-3896686-3972343,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3652,JNE3652-TP-N-L,Top,L,B08ZHKRV5F,Shipped,1,INR,339.0,KALYAN,MAHARASHTRA,421204.0,IN,,False,0,No Promotion
785,408-5238024-3207538,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET192,SET192-KR-NP-XXXL,Set,3XL,B0983CDYWM,Shipped,1,INR,680.0,DEVARAKONDA,TELANGANA,508248.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,1,Amazon Financing
786,403-9336057-8075519,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET183,SET183-KR-DH-S,Set,S,B08B3Z38TJ,Shipped,1,INR,759.0,GURUGRAM,HARYANA,122017.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
787,406-6070472-3313109,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-M,Set,M,B09KXV4BN8,Shipped,1,INR,626.0,THRISSUR,KERALA,680003.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
788,407-0828621-5564309,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3440,JNE3440-KR-N-L,kurta,L,B081X7JHBC,Shipped,1,INR,399.0,DEHRADUN,UTTARAKHAND,248001.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,1,Amazon Financing
789,402-7281943-2634753,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0336,J0336-TP-XXXL,Top,3XL,B0986TP5RR,Shipped,1,INR,599.0,MUMBAI,MAHARASHTRA,400067.0,IN,,False,0,No Promotion
790,408-3364643-8111517,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXXL,kurta,3XL,B081WZ4T3V,Shipped,1,INR,399.0,NEW DELHI,DELHI,110078.0,IN,,False,0,No Promotion
791,402-9327280-6831502,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET187,SET187-KR-DH-M,Set,M,B08B412RJH,Shipped,1,INR,599.0,Bangalore,KARNATAKA,560061.0,IN,,False,0,No Promotion
792,405-8803159-2662729,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3775,JNE3775-KR-S,kurta,S,B09KXNZ377,Shipped,1,INR,291.0,BENGALURU,KARNATAKA,560057.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
793,405-8803159-2662729,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3409,JNE3409-KR-S,kurta,S,B083ZSHVS6,Shipped,1,INR,276.0,BENGALURU,KARNATAKA,560057.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
794,405-8803159-2662729,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-S,Set,S,B09KXV6T8Q,Shipped,1,INR,626.0,BENGALURU,KARNATAKA,560057.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
795,405-8803159-2662729,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3715,JNE3715-KR-S,kurta,S,B09G2SYZCM,Shipped,1,INR,283.0,BENGALURU,KARNATAKA,560057.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,1,Free Shipping
